Country,Sector,Product CN Code,Description,Default Value (direct emissions),Default Value (Indirect emissions),Default Value (total emissions),2026 Default Value (Including mark-up),2027 Default Value (Including mark-up),2028 Default Value (Including mark-up),Underlying production route determining CBAM BM
Türkiye,Iron and steel,72061000,"Ingots, of iron and non-alloy steel (excl. remelted scrap ingots, continuous cast products, iron of heading 7203)",1.96,,1.96,2.156,2.352,2.548,(C)
Türkiye,Iron and steel,72069000,"Iron and non-alloy steel, in puddled bars or other primary forms (excl. ingots, remelted scrap ingots, continuous cast products, iron of heading 7203)",1.96,,1.96,2.156,2.352,2.548,(C)
Türkiye,Iron and steel,7207,Semi-finished products of iron or non-alloy steel,,,,see below,see below,see below,
Türkiye,Iron and steel,72071111,"Semi-finished products, of non-alloy free-cutting steel, containing by weight < 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72071114,"Semi-finished products, of iron or non-alloy steel, containing by weight < 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness of <= 130 mm, rolled or obtained by continuous casting (excl. free-cutting steel)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72071116,"Semi-finished products, of iron or non-alloy steel, containing by weight < 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness of > 130 mm, rolled or obtained by continuous casting (excl. free-cutting steel)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72071190,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon, of rectangular cross-section, the width < twice the thickness, forged",3.087,,3.087,3.396,3.705,4.014,(C)
Türkiye,Iron and steel,72071210,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25 of carbon, of rectangular ""other than square"" cross-section, the width measuring >= twice the thickness, rolled or obtained by continuous casting",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72071290,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon, of rectangular ""other than square"" cross-section, the width >= twice the thickness, forged",3.087,,3.087,3.396,3.705,4.014,(C)
Türkiye,Iron and steel,72071912,"Semi-finished products, of iron or non-alloy steel, containing by weight < 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72071919,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon, of circular or polygonal cross-section, forged",3.087,,3.087,3.396,3.705,4.014,(C)
Türkiye,Iron and steel,72071980,"Semi-finished products of iron or non-alloy steel, containing by weight < 0,25% carbon (excl. semi-products, of square, rectangular, circular or polygonal cross-section)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72072011,"Semi-finished products, of non-alloy free-cutting steel, containing by weight >= 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72072015,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% but < 0,6% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting (excl. free-cutting steel)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72072017,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of square or rectangular cross-section, the width < twice the thickness, rolled or obtained by continuous casting (excl. free-cutting steel)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72072019,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of square or rectangular cross-section, the width < twice the thickness, forged",3.087,,3.087,3.396,3.705,4.014,(C)
Türkiye,Iron and steel,72072032,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25 of carbon, of rectangular ""other than square"" cross-section, the width measuring >= twice the thickness, rolled or obtained by continuous casting",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72072039,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of rectangular ""other than square"" cross-section and the width >= twice the thickness, forged",3.087,,3.087,3.396,3.705,4.014,(C)
Türkiye,Iron and steel,72072052,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon, of circular or polygonal cross-section, rolled or obtained by continuous casting",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72072059,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,6% carbon, of circular or polygonal cross-section, forged",3.087,,3.087,3.396,3.705,4.014,(C)
Türkiye,Iron and steel,72072080,"Semi-finished products of iron or non-alloy steel, containing by weight >= 0,25% carbon (excl. those of square, rectangular, circular or polygonal cross-section)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,7208,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, plated or coated",2.428,,2.428,2.67,2.913,3.156,(C)
Türkiye,Iron and steel,7209,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", not clad, plated or coated",2.51,,2.51,2.761,3.012,3.263,(C)
Türkiye,Iron and steel,7210,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",2.51,,2.51,2.761,3.012,3.263,(C)
Türkiye,Iron and steel,7211,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", not clad, plated or coated",,,,see below,see below,see below,
Türkiye,Iron and steel,72111300,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ""wide flats""",2.428,,2.428,2.67,2.913,3.156,(C)
Türkiye,Iron and steel,72111400,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than hot-rolled, not clad, plated or coated, of a thickness of >= 4,75 mm (excl. ""wide flats"")",2.428,,2.428,2.67,2.913,3.156,(C)
Türkiye,Iron and steel,72111900,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not clad, plated or coated, of a thickness < 4,75 mm (excl. ""wide flats"")",2.428,,2.428,2.67,2.913,3.156,(C)
Türkiye,Iron and steel,721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight < 0,25% of carbon",2.51,,2.51,2.761,3.012,3.263,(C)
Türkiye,Iron and steel,72112900,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ""cold-reduced"", not clad, plated or coated, containing by weight >= 0,25% of carbon",2.51,,2.51,2.761,3.012,3.263,(C)
Türkiye,Iron and steel,721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked, but not clad, plated or coated",2.51,,2.51,2.761,3.012,3.263,(C)
Türkiye,Iron and steel,7212,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",2.51,,2.51,2.761,3.012,3.263,(C)
Türkiye,Iron and steel,7213,"Bars and rods of iron or non-alloy steel, hot-rolled, in irregularly wound coils",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,7214,"Bars and rods, of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but incl. those twisted after rolling (excl. in irregularly wound coils)",,,,see below,see below,see below,
Türkiye,Iron and steel,72141000,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excl. in irregularly wound coils)",3.087,,3.087,3.396,3.705,4.014,(C)
Türkiye,Iron and steel,72142000,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations produced during the rolling process",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,72143000,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn or hot-extruded (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, of rectangular ""other than square"" cross-section (excl. containing indentations, ribs, grooves or other deformations produced during the rolling process, bars and rods twisted after rolling and free-cutting steel)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded (excl. of rectangular [other than square] cross-section and those containing indentations, ribs, grooves or other deformations produced during the rolling process, and of non-alloy free-cutting steel)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,7215,"Bars and rods, of iron or non-alloy steel, cold-formed or cold-finished, whether or not further worked, or hot-formed and further worked, n.e.s.",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,7216,"Angles, shapes and sections of iron or non-alloy steel, n.e.s.",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,7217,"Wire of iron or non-alloy steel, in coils (excl. bars and rods)",,,,see below,see below,see below,
Türkiye,Iron and steel,721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excl. bars and rods)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excl. bars and rods)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excl. plated or coated with zinc, and bars and rods)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excl. plated or coated with base metals, and bars and rods)",2.31,,2.31,2.541,2.772,3.003,(C)
Türkiye,Iron and steel,7218,Stainless steel in ingots or other primary forms (excl. remelting scrap ingots and products obtained by continuous casting); semi-finished products of stainless steel,,,,see below,see below,see below,
Türkiye,Iron and steel,72181000,"Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and products obtained by continuous casting)",5.97,,5.97,6.567,7.164,7.761, 
Türkiye,Iron and steel,721891,"Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,72189911,"Semi-finished products of stainless steel, of square cross-section, rolled or obtained by continuous casting",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,72189919,"Semi-finished products of stainless steel, of square cross-section, forged",5.97,,5.97,6.567,7.164,7.761, 
Türkiye,Iron and steel,72189920,"Semi-finished products of stainless steel, of circular cross-section or of cross-section other than square or rectangular, rolled or obtained by continuous casting",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,72189980,"Semi-finished products of stainless steel, forged (excl. products of square or rectangular cross-section)",5.97,,5.97,6.567,7.164,7.761, 
Türkiye,Iron and steel,7219,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",,,,see below,see below,see below, 
Türkiye,Iron and steel,72191100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of > 10 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 4,7 mm and <= 10 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of >= 3 mm and < 4,75 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, in coils, of a thickness of < 3 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of > 10 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 4,75 mm and <= 10 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,72192300,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of >= 3 mm and < 4,75 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,72192400,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, not in coils, of a thickness of < 3 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,72193100,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 4,75 mm",5.54,,5.54,6.094,6.648,7.202, 
Türkiye,Iron and steel,721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 3 mm but < 4,75 mm",5.54,,5.54,6.094,6.648,7.202, 
Türkiye,Iron and steel,721933,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of > 1 mm but < 3 mm",5.54,,5.54,6.094,6.648,7.202, 
Türkiye,Iron and steel,721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of >= 0,5 mm but <= 1 mm",5.54,,5.54,6.094,6.648,7.202, 
Türkiye,Iron and steel,721935,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled ""cold-reduced"", of a thickness of < 0,5 mm",5.54,,5.54,6.094,6.648,7.202, 
Türkiye,Iron and steel,721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",5.54,,5.54,6.094,6.648,7.202, 
Türkiye,Iron and steel,7220,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced""",,,,see below,see below,see below, 
Türkiye,Iron and steel,72201100,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of >= 4,75 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,72201200,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, of a thickness of < 4,75 mm",5.47,,5.47,6.017,6.564,7.111, 
Türkiye,Iron and steel,722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ""cold-reduced""",5.54,,5.54,6.094,6.648,7.202, 
Türkiye,Iron and steel,722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ""cold-reduced"" and further worked",5.54,,5.54,6.094,6.648,7.202, 
Türkiye,Iron and steel,7221,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",5.31,,5.31,5.841,6.372,6.903, 
